Fecha,Descripción,Mano de obra (€),Tipo,Marca
2024-01-05,IPAD MINI 5 CAMBIO DE PANTALLA 129€. 69€,129.00€,Cambio pantalla,Otras
2024-01-05,"iphone 6 plus esta restaurado de fabrica, sacar bandej 15€",15.00€,Otros,Apple
2024-01-04,A12 CAMBIO DE PANTALLA COMPATIBLE 55€. 38€,55.00€,Cambio pantalla,Samsung
2024-01-04,XS MAX CAMBIO PANTALLA COMPATIBLE 75€ 20€,75.00€,Cambio pantalla,Otras
2024-01-04,P30 LITE REMONTAJE DE PANTALLA Y CAMBIO DE TAPA T 47€,47.00€,Cambio pantalla,Huawei/Honor
2024-01-04,A71 CAMBIO PUERTO DE CARGA 49€. PANTALLA 63€,49.00€,Cambio pantalla,Samsung
2024-01-04,P 20 LITE CAMBIO PUERTO DE CARGA 49€. TAPA TRAS 49€,49.00€,Puerto carga/conector,Otras
2024-01-03,tab a8 -reserva-cambio pantalla compatible 65€ 29€,65.00€,Cambio pantalla,Otras
2024-01-03,REDMI NOTE 9 CAMBIO PANTALLA COMPATIBLE 55€ 38€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-01-03,samsung a14 5g cambio pantalla compatible 55€ 38€,55.00€,Cambio pantalla,Samsung
2024-01-03,"IPHONE 6 NO ENCIENDE, APARENTEMENTE POR UN OBJETO 19€",19.00€,Otros,Apple
2024-01-03,"iphone 12 CAMBIO DE BATERIA COMPATIBLE 79€, TAPA 45€",79.00€,Cambio batería,Apple
2024-01-03,A40 CAMBIO DE BATERIA 39€ Y LIMPIEZA PUERT 44€,39.00€,Cambio batería,Samsung
2024-01-03,IPHONE XS REVISAR MICROFONOS DE MANOS LIBRES Y DE 44€,44.00€,Otros,Apple
2024-01-03,"IPAD MINI 5 NO ENCIENDE, APARENTEMENTE POR UN OBJETO 19€",19.00€,Otros,Otras
2024-01-03,IPHONE 7 PLUS CAMBIO BATERIA 35€ 20€,35.00€,Cambio batería,Apple
2024-01-02,"RELOJ SAMsung REMONTAJE 29€, PANTALLA RAYADA. 29€",29.00€,Otros,Samsung
2024-01-02,"samsaung a53 cambio pantalla compatible, 65€ pierde 30€",65.00€,Cambio pantalla,Otras
2024-01-02,"iphone 8 CAMBIO DE PANTALLA COMPATIBLE 45€, COL 20€",45.00€,Cambio pantalla,Apple
2024-01-02,iphone 11 CAMBIO DE PANTALLA COMPATIBLE 85€. 20€,85.00€,Cambio pantalla,Apple
2024-01-02,mando ps5 CAMBIO DE JOSTICK 35€ SI SON LOS DOS S 35€,35.00€,Otros,Otras
2024-01-02,samsung a12 cambio pantalla compatible 55€ 40€,55.00€,Cambio pantalla,Samsung
2024-01-02,NOTE 10 PLUS CAMBIO PANTALLA SERVICE PACK CON MARCO P 30€,30.00€,Cambio pantalla,Samsung
2024-01-02,lenovo z6 pro cambio pantalla compatible 89€ avisar 30€30-12-25 oppo sacar datos con pantalla rota 39€ pasa 39€,89.00€,Cambio pantalla,Oppo/Realme
2025-12-30,"IPHONE 12 MINI ENTRA PARA CAMBIO DE PANTALLA,TELÉFONO 49€",49.00€,Cambio pantalla,Apple
2025-12-30,"IPHONE 14 PRO TELÉFONO ENTRA TOTALMENTE MUERTO, NO EN 49€",49.00€,Otros,Apple
2025-12-30,mi 9t pro canbio bateria compatible 45€ 35€,45.00€,Cambio batería,Xiaomi/Redmi
2025-12-30,"IPHONE 13 MINI TELEFONO PARA COMPRA, POR CABLE MO CARGA 49€",49.00€,Otros,Apple
2025-12-30,iphone se CAMBIO PANTALLA COMPATIBLE 45€ 20€,45.00€,Cambio pantalla,Apple
2025-12-30,"portatil se ha metido una bolita en el jack,sacar 29€",29.00€,Otros,Otras
2025-12-30,"SAMSUNG GALAXY A34 NO ARRANCA, NO CARGA. SE APAGÓ Y NO HA 129€",129.00€,Otros,Samsung
2025-12-30,iphone 12 cambio de tapa 90€ y pantalla 85€ 124€,90.00€,Cambio pantalla,Apple
2025-12-29,Xiaomi Redmi 10 cambio de pantalla 55€ cristal de cama 37€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-29,redmi a5 cambio conector 49€. llega apagdo 49€,49.00€,Puerto carga/conector,Xiaomi/Redmi
2025-12-29,"oppo a58 CAMBIO DE PANTALLA 55€ COMPATIBLE, APA 37€",55.00€,Cambio pantalla,Oppo/Realme
2025-12-29,IPHONE 12 CAMBIO PANTALLA COMPATIBLE 85€ EL CHAS 45€,85.00€,Cambio pantalla,Apple
2025-12-27,samsung a23 cambio pantalla service pack 65€ 30€,65.00€,Cambio pantalla,Samsung
2025-12-27,y22s pegar pantalla 29€ 29€,29.00€,Otros,Otras
2025-12-27,XIAOMI 12T CAMBIO DE PANTALLA COMPATIBLE 69€ ALG 33€,69.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-27,redmi note 12 5g cambio pantalla compatible 75€ esta de 30€,75.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-26,p20 pro cambio pantalla comaptible 15€,15.00€,Cambio pantalla,Otras
2025-12-26,"iphone 12 se apaga , nunca le ha cambiado la bater 49€",49.00€,Otros,Apple
2025-12-26,REDMI NOTE 13 CAMBIO DE PANTALLA COMPATIBLE 55€ ARA 37€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-26,OPPO CHASIS DOBLADO. ENDEREZAR Y PEGAR PANTAL 39€,39.00€,Otros,Oppo/Realme
2025-12-24,redmi note 11 pro 5g cambio de pantalla 37€,37.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-24,S20 PIN SIM: 3764 ENTRA CON PANTALLA ROTA C 29€,29.00€,Otros,Samsung
2025-12-23,GALAXY TAB SMT500 ENTRA POR OBSTRUCCIÓN EN LA CLAVIJA JAC 29€,29.00€,Otros,Otras
2025-12-23,IPHONE 11 ENTRA PARA CAMBIO DE BATERÍA 55€ CRI 20€,55.00€,Cambio batería,Apple
2025-12-23,poco m4 pro cambio pantalla compatible con marco 69€ 39€,69.00€,Cambio pantalla,Otras
2025-12-23,alcatel cambio conector 39€ poner cable magnet 39€,39.00€,Puerto carga/conector,Otras
2025-12-23,altavoz altavoz comprado aqui el dia 25 de novie 15€,15.00€,Otros,Otras
2025-12-23,nothing limpieza conector. se queda fuera 15€ 15€,15.00€,Puerto carga/conector,Otras
2025-12-23,WATCH AMAZFIT ENTRA CON BLOQUEO DE PULSACIÓN ACCIDENT 39€,39.00€,Otros,Otras
2025-12-23,samsung a13 ENTRA DE NUEVO CON PANTALLA ROTA 45€ P 30€,45.00€,Otros,Samsung
2025-12-23,SAMSUNG A20 ENTRA POR PANTALLA ROTA PERO FUNCIONANDO 37€,37.00€,Otros,Samsung
2025-12-23,samsung a33 telefono sin iniciar con bateria hinchad 30€,30.00€,Cambio batería,Samsung
2025-12-23,oppo a17 cambio pantalla compatible 55e viene el 37€,37.00€,Cambio pantalla,Oppo/Realme
2025-12-23,iphone 11 cambio pantalla y bateria 69€+55€. t 50€,69.00€,Cambio pantalla,Apple
2025-12-23,Huawei P30 Lite ENTRA PARA CAMBIO DE BATERÍA CON LA BAT 29€,29.00€,Cambio batería,Huawei/Honor
2025-12-23,oppo a17 cambio pantalla compatible 55 39€,39.00€,Cambio pantalla,Oppo/Realme
2025-12-23,a52 el cargador no conecta bien. 15 mantenim 15€,15.00€,Otros,Samsung
2025-12-22,"SAMSUNG A50 ENTRA PARA CAMBIO DE PANTALLA, PANTALLA 30€",30.00€,Cambio pantalla,Samsung
2025-12-22,iphone 15 cambio de bateria presupuesto 79€ ap 15€,79.00€,Cambio batería,Apple
2025-12-22,REDMI NOTE 11 PRO PARA HACER FRP 49€ CLIENTE PASARÁ EL 29€,49.00€,FRP/desbloqueo,Xiaomi/Redmi
2025-12-22,play 5 cambio hdmi 69€ deja cable y mando 69€,69.00€,Otros,Xiaomi/Redmi
2025-12-22,A94 5G ENTRA PARA CAMBIO DE PANTALLA ORIGINAL 9 34€,34.00€,Cambio pantalla,Samsung
2025-12-20,redmi note 13 mantenimiento conector 15e no coge carga 15€,15.00€,Puerto carga/conector,Xiaomi/Redmi
2025-12-20,"GALAXY A16 4G ENTRA PARA CAMBIO DE PANTALLA, 79€ PAN 30€",79.00€,Cambio pantalla,Otras
2025-12-20,P SMART 2019 CAMBIO PANTALLA COMPATIBLE 55€ VIENE C 30€,55.00€,Cambio pantalla,Otras
2025-12-19,"a52 cambio coNEctor,49€ marca humedad porn 49€",49.00€,Puerto carga/conector,Samsung
2025-12-19,IPHONE 11 ENTRA PARA CAMBIO DE PANTALLA 69€ EL 20€,69.00€,Cambio pantalla,Apple
2025-12-19,IPHONE 13 ENTRA PARA CAMBIO DE PANTALLA 89€ GOL 49€,89.00€,Cambio pantalla,Apple
2025-12-18,"iphone 14 pro max viene con la tapa trasera rota, revisar. 35€",35.00€,Tapa trasera,Apple
2025-12-18,note 10 plus fallo en camara principar. pantalla rota 39€,39.00€,Otros,Samsung
2025-12-18,"iphone 11 pro cambio tapa trasera 75€, deja funda po 60€",75.00€,Tapa trasera,Apple
2025-12-18,oppo find x3 lite CAMBIO PANTALLA INCELL 39€ 30€,39.00€,Cambio pantalla,Oppo/Realme
2025-12-18,iphone 12 cambio pantalla compatible incell y tapa 125€,125.00€,Cambio pantalla,Apple
2025-12-17,"S24 ULTRA NO LE FUNCIONAN UNOS AURICULARES USB C, 15€",15.00€,Otros,Samsung
2025-12-17,POCO M5 CAMBIO DE PANTALLA 49€ 30€,49.00€,Cambio pantalla,Otras
2025-12-17,"zebra no funcion tactil, cambio pantalla 29€",29.00€,Cambio pantalla,Otras
2025-12-17,"s22 ultra limpieza coenctor, comprobar que coja ca 15€",15.00€,Limpieza,Samsung
2025-12-17,REDMI NOTE 13 5G CAMBIO PANTALLA SERVICE PACK 99€. GOLP 33€,99.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-16,A34 5g Cambio de pantalla. presupuesto 107€ 37€,107.00€,Cambio pantalla,Samsung
2025-12-16,"IPHONE 12 PRO MAX ENTRA PARA CAMBIO DE PANTALLA, TELÉFONO 49€",49.00€,Cambio pantalla,Apple
2025-12-16,IPHONE 7 NEGRO PANTALLA ROTA LO DEJA PARA REPARAR 45€ 20€,45.00€,Otros,Apple
2025-12-16,"iphone 14 cambio pantalla comaptible 105€, error 49€",105.00€,Cambio pantalla,Apple
2025-12-16,"iphone 14 cambio pantalla comaptible 105€, error 44€",105.00€,Cambio pantalla,Apple
2025-12-16,"alcatel 1s NO CARGA BIEN, SE PEGÓ UN GOLPE EN LA Z 35€",35.00€,Otros,Otras
2025-12-16,iphone 14 CAMBIAR BATERIA Y SACAR A LA VENTA 49€,49.00€,Cambio batería,Apple
2025-12-16,REDMI 9A SE QUEDA EN BUCLE EN EL MENU DE RECUPERA 35€,35.00€,Otros,Xiaomi/Redmi
2025-12-16,"Macbook air no funcionan los puertos ni coge wifi, r 69€",69.00€,Puerto carga/conector,Otras
2025-12-15,NOTE 8T EL TELÉFONO SE REINICIA CUANDO LO LLAMA 35€,35.00€,Otros,Samsung
2025-12-15,realme c67 no sabe la clave frp 49€ buscar bandej 49€,49.00€,FRP/desbloqueo,Oppo/Realme
2025-12-15,s23 fe humedad en el conector 49e avisdar cuand 49€,49.00€,Puerto carga/conector,Samsung
2025-12-15,iphone 11 Cambio de batería 55€. Esquinas un p 20€,55.00€,Cambio batería,Apple
2025-12-14,IPHONE 12 PRO MAX ENTRA PARA CAMBIO DE BATERÍA 65€ 20€,65.00€,Cambio batería,Apple
2025-12-14,S23 LIMPIEZA CONECTOR 15€ 15€,15.00€,Puerto carga/conector,Samsung
2025-12-14,"IPHONE 11 CAMBIO DE PANTALLA, FUNCIONANDO PERO PAN 20€",20.00€,Cambio pantalla,Apple
2025-12-13,iphone 11 cambio pantalla comaptible 69€. tapa r 20€,69.00€,Cambio pantalla,Apple
2025-12-13,MANDO PS5 cambio joystick izquierdo 29€ 29€,29.00€,Otros,Otras
2025-12-12,APPLE WATCH SE 40MM ENTRA PARA CAMBIO DE PANTALLA 99€ 60€,99.00€,Cambio pantalla,Otras
2025-12-12,samsung a13 cambio pantalla compatible con marco 55e 37€,37.00€,Cambio pantalla,Samsung
2025-12-12,a2604 cambio tactil 55€ avisr si hay que end 64€,55.00€,Otros,Samsung
2025-12-12,REDMI NOTE 9 PRO ENTRA POR QUE NO DA IMAGEN DESPUES DE UN 35€,35.00€,Otros,Xiaomi/Redmi
2025-12-11,"iphone 13 mini iPhone no disponible, restablecer 19€ 19€",19.00€,Otros,Apple
2025-12-11,REDMI 10 C ENTRA PARA CAMBIO DE PANTALLA COMPATIBLE 40€,40.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-10,"ulefone armor x13 pro cambio pantalla compatible 75€, revisa 55€",75.00€,Cambio pantalla,Otras
2025-12-10,"portatil lenovo portatil lenovo, no ha abierto para camb 69€",69.00€,Otros,Otras
2025-12-10,pixel 7 pro cambio pantalla service pack 299€ prob 58€,299.00€,Cambio pantalla,Otras
2025-12-10,"IPHONE 11 PRO MAX ENTRA PARA CAMBIO DE PANTALLA, ALGUN QUE 39€",39.00€,Cambio pantalla,Apple
2025-12-10,oppo reno 8 lite cambio pantalla comaptible 55€ 35€,55.00€,Cambio pantalla,Oppo/Realme
2025-12-10,"iMac cambio pasta termica, cambio discpo duro 134€",134.00€,Otros,Otras
2025-12-10,"realme no carga, el cargador no entra bien. pro 15€",15.00€,Otros,Oppo/Realme
2025-12-09,SAMSUNG A54 ENTRA PARA CAMBIO DE OCULAR DE LA CÁMAR 29€,29.00€,Otros,Samsung
2025-12-09,REDMI NOTE 9S EL BUZZER DISTORSIONA Y NO SE ESCUCHA BI 29€,29.00€,Otros,Xiaomi/Redmi
2025-12-09,GALAXY S24 FE PANTALLA ROTA CAMBIO DE PANTALLA ORIGINA 50€,50.00€,Cambio pantalla,Otras
2025-12-09,s8 plus cambio bateria service pack 69€ vendra 30€,69.00€,Cambio batería,Samsung
2025-12-06,joycons nintendo mando derecho blanco y mando derecho azu 20€,20.00€,Otros,Otras
2025-12-05,iphone 8 cambio pantalla comaptible 45€ 20€,45.00€,Cambio pantalla,Apple
2025-12-05,NINTENDO SWITCH cambio de carriles para mandos 39€ avi 29€,39.00€,Otros,Otras
2025-12-05,"TABLET SAMSUNG SM X200 LA TABLET NO ENCIENDE NI MUESTRA IMAGEN, 29€",29.00€,Otros,Samsung
2025-12-04,PIXEL 7A CAMBIO DE BATERIA COMPATIBLE 46€ BATE 30€,46.00€,Cambio batería,Otras
2025-12-04,altavoz daewo se ha roto elconector de carga 30-40€ 35€,40.00€,Puerto carga/conector,Otras
2025-12-04,"IPHONE 11 ENTRA PARA CAMBIO DE BATERÍA, 55€ *T 20€",55.00€,Cambio batería,Apple
2025-12-04,NOTE 11 4G 1624 O 1212 O UNAN EN EL PATRÓN ENTRA 37€,37.00€,Otros,Samsung
2025-12-03,s24 ultra ha cambiado el pen stylus de otro modelo 29€,29.00€,Otros,Samsung
2025-12-03,ipad a1893 no enciende. cambio bateria y tactil 65€ 50€,65.00€,Cambio batería,Otras
2025-12-02,"A13 4G PANTALLA ROTA, PANTALLA COMPATIBLE 59€ 37€",59.00€,Otros,Samsung
2025-12-02,redmi 10 cambio pantalla compatible 55€ 37€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-12-02,"GALAXY S9 + LE FALTA EL BOTÓN DE ENCENDIDO NEGRO, T 15€",15.00€,Otros,Otras
2025-12-02,"IPHONE XR LO DEJA PARA LIMPIEZA DE PUERTO, 15€ 15€",15.00€,Puerto carga/conector,Apple
2025-12-02,SAMSUNG A 51 BORRADO Y QUITADO DE CUENTA ARAÑAZOS V 29€,29.00€,Otros,Samsung
2025-12-02,"iphone 11 pro max cambio pantalla oled 95€. tapa rota, a 20€",95.00€,Cambio pantalla,Apple
2025-12-02,"ULEFONE ARMOR X110 PRO NO ARRANCA, BOTON POWER ESTA MACHACADO Y 29€",29.00€,Otros,Otras
2025-12-01,"REDMI 12C 4G PANTALLA ROTA, MUESTRA IMAGEN Y ESTA FUN 40€",40.00€,Otros,Xiaomi/Redmi
2025-11-29,vivo y17s cambio pantalla compatible 55€ 20€,55.00€,Cambio pantalla,Otras
2025-11-28,"REDMI 13 PRO 4G ENTRA ENCENDIDO PANTALLA NEGRO, CAMBIO D 35€",35.00€,Cambio pantalla,Xiaomi/Redmi
2025-11-28,"ipad a2270 CAMBIO CONECTOR 69€ , ESTA SUELTO, ENT 69€",69.00€,Puerto carga/conector,Otras
2025-11-28,"ipad a2228 la bateria le dura muy poco, cambio bate 49€",49.00€,Cambio batería,Otras
2025-11-27,LENOVO TAB M10 CAMBIO PANTALLA COMPATIBLE 75€ TAPA AR 40€,75.00€,Cambio pantalla,Otras
2025-11-26,"SAMSUNG A13 No da imagen, posiblemente cambio de pan 60€",60.00€,Otros,Samsung
2025-11-26,samsung watch r865f la bateria le dura 3 horas.revisar. deja 20€,20.00€,Cambio batería,Samsung
2025-11-26,"s21 fe cambio pantalla ser vice pack 125€, ve 40€",125.00€,Cambio pantalla,Samsung
2025-11-26,"HONOR X9 LITE EL TACTIL LE DA FALLOS DE DETECCIÓN, A 30€",30.00€,Otros,Huawei/Honor
2025-11-26,redmi note 50 cambio pantalla compatible 55€ 37€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-11-25,"Redmi Note 9s Da imagen pero se ve muy oscuro, apenas 37€",37.00€,Otros,Xiaomi/Redmi
2025-11-25,SAMSUNG A25 CUANDO LO CONECTAS PONE SOBRECALENTAMIEN 49€,49.00€,Otros,Samsung
2025-11-25,S23 ULTRA ENTRA PARA CAMBIO TAPA TRASERA Y LAMINA 35€,35.00€,Tapa trasera,Samsung
2025-11-24,SAMSUNG A53 5G ENTRA PARA CAMBIO DE BATERÍA BATERÍA 30€,30.00€,Cambio batería,Samsung
2025-11-24,IPHONE 12 ENTRA PARA CAMBIO DE PANTALLA 85€ 49€,85.00€,Cambio pantalla,Apple
2025-11-24,AURICULARES NOTHING EAR B171 AURICULAR IZQUIERDO DESPEGADO PEGAR 19€ 19€,19.00€,Otros,Otras
2025-11-24,IPHONE 12 LIMPIEZA DE PUERTO DE CARGA 15€ 15€,15.00€,Puerto carga/conector,Apple
2025-11-24,IPHONE XR ARAÑAZOS Y ROCES POR TODO EL MARCO TAPA 20€,20.00€,Tapa trasera,Apple
2025-11-24,samsung m13 samsung m13 pantalla 50€ 30€,50.00€,Otros,Samsung
2025-11-24,iphone 11 cambio pantalla compatible 69€ 20€,69.00€,Cambio pantalla,Apple
2025-11-22,"GOOGLE PIXEL EL COONECTOR NO ENTRA COMPLETO, LIMPIEZA 15€",15.00€,Limpieza,Otras
2025-11-22,REALME 12 pro 5g LO TRAE POR QUE SE LE QUEDA EN BUCCLE DE 89€,89.00€,Otros,Oppo/Realme
2025-11-21,"oppo find x5 lite ENTRA PARA CAMBIO DE IPANTALLA, PANTALLA 39€",39.00€,Cambio pantalla,Oppo/Realme
2025-11-21,OPPO A98 5G CAMBIO DE PANTALLA ORIGINAL 75€ AVISA 55€,75.00€,Cambio pantalla,Oppo/Realme
2025-11-21,IPHONE 11 CAMBIO PANTALLA COMAPTIBLE 69€ A VECES 20€,69.00€,Cambio pantalla,Apple
2025-11-21,"OPPO A77 5G PANTALLA ROTA Y DESPEGADA,NO MUESTRA IMA 38€",38.00€,Otros,Oppo/Realme
2025-11-20,mi 10 lite le ha soplato con aire comprimido y ahor 45€,45.00€,Otros,Xiaomi/Redmi
2025-11-20,iphone 14 plus CAMBIO DE PANTALLA SOFT OLED 139€ ALG 74€,139.00€,Cambio pantalla,Apple
2025-11-20,a52s cambio pantalla service pack 129€ se p 35€,129.00€,Cambio pantalla,Samsung
2025-11-20,redmi note 13 limeza de conector 15€ 15€,15.00€,Puerto carga/conector,Xiaomi/Redmi
2025-11-19,"ipad a2270 hace saltos en la carga, no dura mucho l 45€",45.00€,Otros,Otras
2025-11-19,iphone 12 pro max cambio bateria compatible 69€+tapa tra 120€,69.00€,Cambio batería,Apple
2025-11-19,a53 limpieza conector 15€ 15€,15.00€,Puerto carga/conector,Samsung
2025-11-19,apple watch se 44 mm no le funciona el tactil. revisar 74€,74.00€,Otros,Otras
2025-11-18,a21s cambio pantalla service pack 89€ esta 30€,89.00€,Cambio pantalla,Samsung
2025-11-18,POCO F3 CAMBIO PANTALLA COMPATIBLE 69€ LLAMARA 39€,69.00€,Cambio pantalla,Otras
2025-11-18,XIAMI 1 LITE 5G EL TELEFONO NO ARRANCA Y NO CARGA LO DEJ 49€,49.00€,Otros,Xiaomi/Redmi
2025-11-18,MANDO A DISTANCIA NECESITA REALIZAR UNA SOLDADURA DE ESTA 15€,15.00€,Otros,Otras
2025-11-17,NINTENDO SWITCH PANTALLA ROTA PANTALLA COMPATIBLE el t 44€,44.00€,Otros,Otras
2025-11-17,IPHONE 12 ENTRA PARA LIMPIEZA ALTAVOZ SE OYE FLOJ 15€,15.00€,Limpieza,Apple
2025-11-17,"Honor Magic 4 Lite PANTALLA ROTA Y DESPEGADA, GOLPES Y ARA 37€",37.00€,Otros,Huawei/Honor
2025-11-17,iphone 12 pro max cambio pantalla calidad oled 135€. tap 69€,135.00€,Cambio pantalla,Apple
2025-11-17,samsung a25 cambio pantalla service pack 95€. tien 38€,95.00€,Cambio pantalla,Samsung
2025-11-17,a15 limpieza de conector. protector roto 15€ 15€,15.00€,Puerto carga/conector,Samsung
2025-11-15,samsung a52s cambio pantalla service pack 99€ deja 35€,99.00€,Cambio pantalla,Samsung
2025-11-15,bv4800 avda 54 se reinicia pero no muestra imagen revis 15€,15.00€,Otros,Otras
2025-11-14,IPHONE 11 PANTALLA DESPEGADA PRO BATERÍA HINCHADA 20€,20.00€,Cambio batería,Apple
2025-11-14,redmi 12c cambio pantalla compatible 55€ esta do 38€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-11-14,"POCO M5 PANTALLA ROTA SI ES SOLO PANTALLA, ORIG 34€",34.00€,Otros,Otras
2025-11-13,realme 10 cambio boton power 35€ no funciona hue 35€,35.00€,Otros,Oppo/Realme
2025-11-13,watch serie 3 cambio pantalla compatible 95€ no se p 30€,95.00€,Cambio pantalla,Otras
2025-11-13,"iphone 13 PRO NO CARGA BIEN, SE REINICIA O SE APAGA SO 50€",50.00€,Otros,Apple
2025-11-12,tc27 cambio pantalla 55€ revisar bateria 37€,55.00€,Cambio pantalla,Otras
2025-11-12,tc27 cambio pantalla 55€ revisar bateria 37€,55.00€,Cambio pantalla,Otras
2025-11-12,tc27 cambio pantalla 55€ revisr bateria 37€,55.00€,Cambio pantalla,Otras
2025-11-12,poco x3 pro cambio pantalla compatible 55€. crista 37€,55.00€,Cambio pantalla,Otras
2025-11-12,"s21 fe 5g PUERTO OBSTRUIDO, LIMPIEZA 15€ 15€",15.00€,Puerto carga/conector,Samsung
2025-11-12,redmi 13c cambio pantalla compatible 55€ 40€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-11-11,13 pro max Revisar y contactar para decir que le pa 69€,69.00€,Otros,Otras
2025-11-11,"a98 5g Cambio de pantalla, tapa algo rallada y 30€",30.00€,Cambio pantalla,Samsung
2025-11-11,IPHONE 14 QUIERE PASAR TODOS LOS DATOS DE UN TELEF 29€,29.00€,Otros,Apple
2025-11-11,IPHONE 12 MINI ENTRA PARA CAMBIAR BATERÍA ARAÑAZOS V 39€,39.00€,Cambio batería,Apple
2025-11-10,GALAXY S22 PUERTO OBSTRUIDO 15€ 15€,15.00€,Puerto carga/conector,Otras
2025-11-10,iphone 13 Cambio de pantalla Tapa trasera rota 9 50€,50.00€,Cambio pantalla,Apple
2025-11-10,samsung Deja el teléfono para limpieza de puert 35€,35.00€,Limpieza,Samsung
2025-11-10,xperia la pantalla esta despegada y la bateria 70€,70.00€,Cambio batería,Otras
2025-11-08,iphone 11 cambio pantalla compatible 69€ esta bl 20€,69.00€,Cambio pantalla,Apple
2025-11-08,MOTOROLA ONE FUSION PLUS EL TELEFONO TIENE UN GOLPE EN LA PANTALL 38€,38.00€,Otros,Otras
2025-11-08,megias las brasas cambio bateria y conector deja bateria 34€,34.00€,Cambio batería,Otras
2025-11-07,redmi note 14 cambio pantalla. revisr pantalla y dar p 30€,30.00€,Cambio pantalla,Xiaomi/Redmi
2025-11-07,"realme 10 LO TRAE POR CAMBIO DE PANTALLA, MOVIL FU 37€",37.00€,Cambio pantalla,Oppo/Realme
2025-11-07,"OPPO A94 5G PANTALLA ROTA POR CAÍDA, ALGUNOS ARAÑA 34€",34.00€,Otros,Oppo/Realme
2025-11-07,GALAXY A35 5G NO ARRANCA Y NO CARGA*TIENE UN FUERTE IM 54€,54.00€,Otros,Otras
2025-11-07,portatil hp revisar y dar presupuesto. no le sube la 35€,35.00€,Otros,Otras
2025-11-06,"IPHONE 11 PRO MAX ENTRA PARA CAMBIO DE PANTALLA, GOLPES Y 20€",20.00€,Cambio pantalla,Apple
2025-11-06,"blackview SHARK 9 PUERTO TAPONADO, LIMPIEZA 15€ 15€",15.00€,Puerto carga/conector,Otras
2025-11-05,samsung a32 cambio pantalla service pack 85€ 35€,85.00€,Cambio pantalla,Samsung
2025-11-05,IPHONE 11 PANTALLA ROTA LO DEJA PARA CAMBIAR PANTA 40€,40.00€,Otros,Apple
2025-11-05,MI 10T LITE 5g PARA CAMBIAR PANTALLA. *TELEFONO MUY GO 37€,37.00€,Otros,Xiaomi/Redmi
2025-11-05,"iphone 12 LO TRAE PARA REVISAR GARANTIA, NO LE CAR 15€",15.00€,Otros,Apple
2025-11-05,SAMSUNG S21 SE HA GOLPEADO Y NO LE GARGA. GOLPES Y 29€,29.00€,Otros,Samsung
2025-11-05,"SAMSUNG S20 FE NO CARGA BIEN, SOLO EN CARGA LENTA, ARA 15€",15.00€,Otros,Samsung
2025-11-04,IPHONE 14 PANTALLA ROTA LO DEJA PARA CAMBIAR PANTA 98€,98.00€,Otros,Apple
2025-11-04,s20 fe se ha caido y no ha vuelto a cargar. rev 29€,29.00€,Otros,Samsung
